 						Playing Time		 	Performance						 	Per 90 Minutes	
Rk 	Player 	Pos 	Squad 	Age 	Born 	MP 	Starts 	Min 	90s 	Gls 	Ast 	G+A 	G-PK 	PK 	PKatt 	CrdY 	CrdR 	Gls 	Ast 	G+A 	G-PK 	G+A-PK 	Matches
372	Waldemar Anton	DF	de Germany	29	1996	4	2	229	2.5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
373	Robert Andrich	DF,MF	de Germany	31	1994	1	0	4	0.0	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
374	Nadiem Amiri	MF	de Germany	29	1996	2	0	61	0.7	1	0	1	1	0	0	0	0	1.48	0.00	1.48	1.48	1.48	Matches
375	Karim Adeyemi	MF	de Germany	24	2002	3	2	148	1.6	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
436	Adam Wharton	MF	eng England	21	2004	2	1	80	0.9	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
437	Ollie Watkins	FW,MF	eng England	30	1995	1	0	15	0.2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
438	Kyle Walker	DF	eng England	35	1990	2	1	102	1.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
439	John Stones	DF	eng England	31	1994	3	3	250	2.8	0	1	1	0	0	0	0	0	0.00	0.36	0.36	0.00	0.36	Matches
440	Djed Spence	DF	eng England	25	2000	2	1	113	1.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
441	Bukayo Saka	MF,FW	eng England	24	2001	3	2	178	2.0	1	1	2	1	0	0	0	0	0.51	0.51	1.01	0.51	1.01	Matches
442	Morgan Rogers	MF,DF	eng England	23	2002	8	5	428	4.8	0	1	1	0	0	0	0	0	0.00	0.21	0.21	0.00	0.21	Matches
443	Declan Rice	MF	eng England	27	1999	8	7	502	5.6	1	4	5	1	0	0	0	0	0.18	0.72	0.90	0.18	0.90	Matches
444	Marcus Rashford	MF	eng England	28	1997	7	4	340	3.8	1	1	2	0	1	1	0	0	0.26	0.26	0.53	0.00	0.26	Matches
445	Jarell Quansah	DF	eng England	23	2003	1	1	90	1.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
446	Jordan Pickford	GK	eng England	31	1994	7	7	630	7.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
447	Cole Palmer	MF	eng England	23	2002	1	1	64	0.7	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
448	Nico O’Reilly	DF	eng England	20	2005	2	2	180	2.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
449	Noni Madueke	MF	eng England	23	2002	3	3	255	2.8	1	1	2	1	0	0	0	0	0.35	0.35	0.71	0.35	0.71	Matches
450	Valentino Livramento	DF	eng England	23	2002	2	1	112	1.2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
451	Myles Lewis-Skelly	DF	eng England	19	2006	4	4	347	3.9	1	0	1	1	0	0	0	0	0.26	0.00	0.26	0.26	0.26	Matches
452	Ezri Konsa	DF	eng England	28	1997	7	6	555	6.2	1	0	1	1	0	0	1	0	0.16	0.00	0.16	0.16	0.16	Matches
453	Harry Kane	FW	eng England	32	1993	8	8	679	7.5	8	0	8	7	1	1	0	0	1.06	0.00	1.06	0.93	0.93	Matches
454	Curtis Jones	MF	eng England	25	2001	3	2	164	1.8	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
455	Reece James	DF	eng England	26	1999	6	5	406	4.5	1	1	2	1	0	0	0	0	0.22	0.22	0.44	0.22	0.44	Matches
456	Jordan Henderson	MF	eng England	35	1990	6	1	152	1.7	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
457	Dean Henderson	GK	eng England	28	1997	1	1	90	1.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
458	Marc Guéhi	DF	eng England	25	2000	3	3	255	2.8	1	1	2	1	0	0	0	0	0.35	0.35	0.71	0.35	0.71	Matches
459	Anthony Gordon	MF,FW	eng England	24	2001	5	2	188	2.1	1	0	1	1	0	0	1	0	0.48	0.00	0.48	0.48	0.48	Matches
460	Morgan Gibbs-White	FW,MF	eng England	26	2000	2	0	14	0.2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
461	Phil Foden	MF	eng England	25	2000	4	1	152	1.7	0	1	1	0	0	0	0	0	0.00	0.59	0.59	0.00	0.59	Matches
462	Eberechi Eze	MF,FW	eng England	27	1998	6	2	252	2.8	3	0	3	3	0	0	0	0	1.07	0.00	1.07	1.07	1.07	Matches
463	Dan Burn	DF	eng England	33	1992	5	4	380	4.2	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
464	Jarrod Bowen	MF,FW	eng England	29	1996	5	2	197	2.2	0	1	1	0	0	0	0	0	0.00	0.46	0.46	0.00	0.46	Matches
465	Jude Bellingham	MF	eng England	22	2003	5	4	354	3.9	0	1	1	0	0	0	2	0	0.00	0.25	0.25	0.00	0.25	Matches
466	Elliot Anderson	MF	eng England	23	2002	5	4	370	4.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
467	Trent Alexander-Arnold	DF,MF	eng England	27	1998	1	0	26	0.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
468	Martín Zubimendi	MF	es Spain	26	1999	5	5	365	4.1	1	1	2	1	0	0	0	0	0.25	0.25	0.49	0.25	0.49	Matches
469	Lamine Yamal	FW	es Spain	18	2007	2	2	150	1.7	0	3	3	0	0	0	0	0	0.00	1.80	1.80	0.00	1.80	Matches
470	Nico Williams	FW	es Spain	23	2002	2	2	113	1.3	0	1	1	0	0	0	0	0	0.00	0.80	0.80	0.00	0.80	Matches
471	Daniel Vivian	DF	es Spain	26	1999	1	0	20	0.2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
472	Ferrán Torres	FW	es Spain	25	2000	4	2	261	2.9	2	1	3	2	0	1	0	0	0.69	0.34	1.03	0.69	1.03	Matches
473	Unai Simón	GK	es Spain	28	1997	6	6	540	6.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
474	Fabián Ruiz Peña	MF	es Spain	29	1996	2	2	143	1.6	0	1	1	0	0	0	0	0	0.00	0.63	0.63	0.00	0.63	Matches
475	Jesus Rodríguez	MF	es Spain	20	2005	1	0	12	0.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
476	Rodri	DF,MF	es Spain	29	1996	2	0	47	0.5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
477	Pedro Porro	DF	es Spain	26	1999	5	5	360	4.0	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
478	Yeremi Pino	FW	es Spain	23	2002	4	2	163	1.8	1	0	1	1	0	0	0	0	0.55	0.00	0.55	0.55	0.55	Matches
479	Pedri	MF	es Spain	23	2002	4	4	297	3.3	2	1	3	2	0	0	0	0	0.61	0.30	0.91	0.61	0.91	Matches
480	Mikel Oyarzabal	FW,MF	es Spain	28	1997	6	6	442	4.9	6	3	9	4	2	2	0	0	1.22	0.61	1.83	0.81	1.43	Matches
481	Samu Omorodion	FW	es Spain	21	2004	2	1	74	0.8	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
482	Dani Olmo	FW	es Spain	27	1998	2	1	93	1.0	1	0	1	1	0	0	0	0	0.97	0.00	0.97	0.97	0.97	Matches
483	Álvaro Morata	FW	es Spain	33	1992	1	0	18	0.2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
484	Mikel Merino	MF	es Spain	29	1996	6	6	466	5.2	6	0	6	6	0	0	1	0	1.16	0.00	1.16	1.16	1.16	Matches
485	Fermin López	MF	es Spain	22	2003	3	0	69	0.8	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
486	Marcos Llorente	DF	es Spain	31	1995	3	1	151	1.7	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
487	Robin Le Normand	DF	es Spain	29	1996	4	4	295	3.3	0	2	2	0	0	0	1	0	0.00	0.61	0.61	0.00	0.61	Matches
488	Aymeric Laporte	DF	es Spain	31	1994	3	3	270	3.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
489	Borja Iglesias	FW	es Spain	33	1993	3	0	91	1.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
490	Dean Huijsen	DF	es Spain	20	2005	2	2	180	2.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
491	Álex Grimaldo	DF	es Spain	30	1995	1	1	90	1.0	0	1	1	0	0	0	0	0	0.00	1.00	1.00	0.00	1.00	Matches
492	Aleix García	MF	es Spain	28	1997	3	1	128	1.4	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
493	Jorge de Frutos	FW,MF	es Spain	28	1997	1	0	23	0.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
494	Pablo Fornals	FW,MF	es Spain	29	1996	1	0	8	0.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
495	Marc Cucurella	DF	es Spain	27	1998	5	5	450	5.0	1	1	2	1	0	0	0	0	0.20	0.20	0.40	0.20	0.40	Matches
496	Pau Cubarsí	DF	es Spain	19	2007	4	3	315	3.5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
497	Dani Carvajal	DF	es Spain	34	1992	1	0	29	0.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
498	Pablo Barrios	MF	es Spain	22	2003	3	0	69	0.8	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
499	Alex Baena	MF,FW	es Spain	24	2001	4	2	208	2.3	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
560	Warren Zaïre-Emery	MF	fr France	19	2006	2	1	101	1.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
561	Dayot Upamecano	DF	fr France	27	1998	5	5	450	5.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
562	Marcus Thuram	MF	fr France	28	1997	1	1	69	0.8	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
563	Khéphren Thuram	MF	fr France	24	2001	3	2	196	2.2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
564	Florian Thauvin	MF	fr France	33	1993	3	1	100	1.1	1	0	1	1	0	0	0	0	0.90	0.00	0.90	0.90	0.90	Matches
565	Aurélien Tchouaméni	MF	fr France	26	2000	2	2	157	1.7	0	1	1	0	0	0	0	1	0.00	0.57	0.57	0.00	0.57	Matches
566	William Saliba	DF	fr France	24	2001	3	3	270	3.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
567	Adrien Rabiot	MF	fr France	30	1995	3	1	105	1.2	1	0	1	1	0	0	1	0	0.86	0.00	0.86	0.86	0.86	Matches
568	Michael Olise	MF	fr France	24	2001	5	5	425	4.7	2	0	2	2	0	0	0	0	0.42	0.00	0.42	0.42	0.42	Matches
569	Christopher Nkunku	MF	fr France	28	1997	4	2	148	1.6	1	0	1	1	0	0	0	0	0.61	0.00	0.61	0.61	0.61	Matches
570	Kylian Mbappé	FW	fr France	27	1998	4	4	352	3.9	5	3	8	3	2	2	1	0	1.28	0.77	2.05	0.77	1.53	Matches
571	Jean-Philippe Mateta	FW	fr France	28	1997	3	2	178	2.0	2	0	2	2	0	0	0	0	1.01	0.00	1.01	1.01	1.01	Matches
572	Mike Maignan	GK	fr France	30	1995	5	5	450	5.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
573	Jules Koundé	DF	fr France	27	1998	4	4	329	3.7	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
574	Manu Koné	MF	fr France	24	2001	4	4	349	3.9	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
575	Ibrahima Konaté	DF	fr France	26	1999	3	3	270	3.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
576	N'Golo Kanté	MF	fr France	34	1991	1	1	90	1.0	0	1	1	0	0	0	0	0	0.00	1.00	1.00	0.00	1.00	Matches
577	Theo Hernández	DF	fr France	28	1997	3	3	270	3.0	0	1	1	0	0	0	1	0	0.00	0.33	0.33	0.00	0.33	Matches
578	Lucas Hernández	DF	fr France	29	1996	1	1	90	1.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
579	Malo Gusto	DF	fr France	22	2003	5	2	211	2.3	0	2	2	0	0	0	0	0	0.00	0.85	0.85	0.00	0.85	Matches
580	Hugo Ekitike	MF,FW	fr France	23	2002	6	2	204	2.3	1	2	3	1	0	0	0	0	0.44	0.88	1.32	0.44	1.32	Matches
581	Désiré Doué	MF	fr France	20	2005	1	1	45	0.5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
582	Lucas Digne	DF	fr France	32	1993	3	3	270	3.0	0	1	1	0	0	0	0	0	0.00	0.33	0.33	0.00	0.33	Matches
583	Ousmane Dembélé	FW,MF	fr France	28	1997	1	0	36	0.4	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
584	Kingsley Coman	MF	fr France	29	1996	3	1	123	1.4	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
585	Lucas Chevalier	GK	fr France	24	2001	1	1	90	1.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
586	Rayan Cherki	MF	fr France	22	2003	2	1	96	1.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
587	Eduardo Camavinga	MF	fr France	23	2002	2	1	95	1.1	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
588	Bradley Barcola	MF	fr France	23	2002	4	3	215	2.4	1	1	2	1	0	0	0	0	0.42	0.42	0.84	0.42	0.84	Matches
589	Maghnes Akliouche	MF	fr France	23	2002	5	1	133	1.5	1	1	2	1	0	0	0	0	0.68	0.68	1.35	0.68	1.35	Matches
673	Luka Vušković	DF	hr Croatia	18	2007	2	1	94	1.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
674	Nikola Vlašić	MF	hr Croatia	28	1997	2	1	119	1.3	2	0	2	2	0	0	0	0	1.51	0.00	1.51	1.51	1.51	Matches
675	Josip Šutalo	DF	hr Croatia	25	2000	5	4	405	4.5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
676	Petar Sucic	MF	hr Croatia	22	2003	6	6	474	5.3	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
677	Luka Sučić	MF	hr Croatia	23	2002	2	1	108	1.2	1	0	1	1	0	0	0	0	0.83	0.00	0.83	0.83	0.83	Matches
678	Josip Stanišić	DF	hr Croatia	25	2000	5	4	379	4.2	0	2	2	0	0	0	0	0	0.00	0.47	0.47	0.00	0.47	Matches
679	Borna Sosa	MF	hr Croatia	28	1998	1	1	50	0.6	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
680	Ivan Smolčić	DF	hr Croatia	25	2000	1	0	11	0.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
681	Marin Pongračić	DF	hr Croatia	28	1997	4	3	284	3.2	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
682	Ivan Perišić	MF	hr Croatia	36	1989	8	6	552	6.1	4	4	8	3	1	1	0	0	0.65	0.65	1.30	0.49	1.14	Matches
683	Mario Pašalić	MF	hr Croatia	30	1995	7	7	495	5.5	1	1	2	1	0	0	1	0	0.18	0.18	0.36	0.18	0.36	Matches
684	Marco Pašalić	MF,DF	hr Croatia	25	2000	6	2	222	2.5	0	2	2	0	0	0	0	0	0.00	0.81	0.81	0.00	0.81	Matches
685	Mislav Oršić	FW,MF	hr Croatia	33	1992	1	0	20	0.2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
686	Petar Musa	FW	hr Croatia	27	1998	2	1	105	1.2	1	0	1	1	0	0	0	0	0.86	0.00	0.86	0.86	0.86	Matches
687	Nikola Moro	MF	hr Croatia	27	1998	4	2	155	1.7	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
688	Luka Modrić	MF	hr Croatia	40	1985	8	4	399	4.4	1	2	3	0	1	1	0	0	0.23	0.45	0.68	0.00	0.45	Matches
689	Igor Matanovic	FW	hr Croatia	22	2003	2	1	75	0.8	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
690	Lovro Majer	MF	hr Croatia	28	1998	3	2	201	2.2	0	3	3	0	0	1	0	0	0.00	1.34	1.34	0.00	1.34	Matches
691	Dominik Livaković	GK	hr Croatia	31	1995	7	7	630	7.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
692	Andrej Kramarić	MF	hr Croatia	34	1991	8	5	521	5.8	6	1	7	6	0	0	1	0	1.04	0.17	1.21	1.04	1.21	Matches
693	Mateo Kovačić	MF	hr Croatia	31	1994	1	1	68	0.8	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
694	Dominik Kotarski	GK	hr Croatia	25	2000	1	1	90	1.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
695	Josip Juranović	DF	hr Croatia	30	1995	1	1	90	1.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
696	Kristijan Jakić	DF,MF	hr Croatia	28	1997	5	4	360	4.0	2	0	2	2	0	0	0	0	0.50	0.00	0.50	0.50	0.50	Matches
697	Franjo Ivanović	FW,MF	hr Croatia	22	2003	7	3	311	3.5	2	1	3	2	0	0	1	0	0.58	0.29	0.87	0.58	0.87	Matches
698	Joško Gvardiol	DF	hr Croatia	24	2002	5	4	346	3.8	1	1	2	1	0	0	0	0	0.26	0.26	0.52	0.26	0.52	Matches
699	Toni Fruk	MF	hr Croatia	24	2001	5	2	252	2.8	1	0	1	1	0	0	0	0	0.36	0.00	0.36	0.36	0.36	Matches
700	Martin Erlic	DF	hr Croatia	28	1998	1	1	90	1.0	1	0	1	1	0	0	0	0	1.00	0.00	1.00	1.00	1.00	Matches
701	Duje Ćaleta-Car	DF	hr Croatia	29	1996	6	6	491	5.5	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
702	Ante Budimir	FW	hr Croatia	34	1991	5	4	260	2.9	2	1	3	1	1	1	0	0	0.69	0.35	1.04	0.35	0.69	Matches
703	Domagoj Bradarić	DF	hr Croatia	26	1999	1	1	90	1.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
704	Martin Baturina	MF	hr Croatia	22	2003	4	2	173	1.9	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
1154	Mats Wieffer	DF,MF	nl Netherlands	26	1999	1	0	45	0.5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
1155	Wout Weghorst	FW	nl Netherlands	33	1992	6	1	167	1.9	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
1156	Stefan de Vrij	DF	nl Netherlands	33	1992	4	2	200	2.2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
1157	Bart Verbruggen	GK	nl Netherlands	23	2002	6	6	540	6.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
1158	Micky van de Ven	DF	nl Netherlands	24	2001	7	5	481	5.3	1	1	2	1	0	0	0	0	0.19	0.19	0.37	0.19	0.37	Matches
1159	Virgil van Dijk	DF	nl Netherlands	34	1991	8	8	720	8.0	2	0	2	2	0	0	1	0	0.25	0.00	0.25	0.25	0.25	Matches
1160	Luciano Valente	MF	nl Netherlands	22	2003	1	0	13	0.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
1161	Quinten Timber	MF	nl Netherlands	24	2001	3	1	126	1.4	1	0	1	1	0	0	0	0	0.71	0.00	0.71	0.71	0.71	Matches
1162	Jurriën Timber	DF	nl Netherlands	24	2001	5	4	333	3.7	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
1163	Sem Steijn	MF	nl Netherlands	24	2001	1	0	29	0.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
1164	Xavi Simons	FW,MF	nl Netherlands	22	2003	6	3	269	3.0	2	1	3	2	0	0	0	0	0.67	0.33	1.00	0.67	1.00	Matches
1165	Jerdy Schouten	MF	nl Netherlands	29	1997	2	1	92	1.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
1166	Tijjani Reijnders	MF	nl Netherlands	27	1998	7	5	453	5.0	2	1	3	2	0	0	1	0	0.40	0.20	0.60	0.40	0.60	Matches
1167	Memphis	FW	nl Netherlands	31	1994	8	7	533	5.9	8	4	12	6	2	2	1	0	1.35	0.68	2.03	1.01	1.69	Matches
1168	Donyell Malen	MF,FW	nl Netherlands	27	1999	7	4	401	4.5	4	1	5	4	0	0	0	0	0.90	0.22	1.12	0.90	1.12	Matches
1169	Matthijs de Ligt	DF	nl Netherlands	26	1999	2	1	93	1.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
1170	Noa Lang	FW,MF	nl Netherlands	26	1999	2	0	57	0.6	1	0	1	1	0	0	1	0	1.58	0.00	1.58	1.58	1.58	Matches
1171	Justin Kluivert	MF	nl Netherlands	26	1999	6	3	279	3.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
1172	Frenkie de Jong	MF	nl Netherlands	28	1997	7	7	569	6.3	0	3	3	0	0	0	0	0	0.00	0.47	0.47	0.00	0.47	Matches
1173	Jan Paul van Hecke	DF	nl Netherlands	25	2000	4	2	177	2.0	0	0	0	0	0	0	2	0	0.00	0.00	0.00	0.00	0.00	Matches
1174	Quilindschy Hartman	DF	nl Netherlands	24	2001	1	0	7	0.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
1175	Ryan Gravenberch	MF	nl Netherlands	23	2002	6	6	448	5.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
1176	Lutsharel Geertruida	DF	nl Netherlands	25	2000	3	1	112	1.2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
1177	Cody Gakpo	FW,MF	nl Netherlands	26	1999	8	8	650	7.2	4	4	8	1	3	3	0	0	0.55	0.55	1.11	0.14	0.69	Matches
1178	Jeremie Frimpong	FW	nl Netherlands	25	2000	2	2	156	1.7	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
1179	Mark Flekken	GK	nl Netherlands	32	1993	2	2	180	2.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
1180	Emanuel Emegha	FW	nl Netherlands	22	2003	2	0	30	0.3	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
1181	Denzel Dumfries	DF	nl Netherlands	29	1996	6	6	528	5.9	2	3	5	2	0	0	0	0	0.34	0.51	0.85	0.34	0.85	Matches
1182	Nathan Aké	DF	nl Netherlands	30	1995	4	3	232	2.6	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
1183	Martin Ødegaard	MF	no Norway	27	1998	5	5	449	5.0	1	7	8	1	0	0	0	0	0.20	1.40	1.60	0.20	1.60	Matches
1184	Kristian Thorstvedt	MF	no Norway	26	1999	2	1	91	1.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
1185	Morten Thorsby	MF	no Norway	29	1996	4	2	134	1.5	0	2	2	0	0	0	1	0	0.00	1.34	1.34	0.00	1.34	Matches
1186	Alexander Sørloth	FW,MF	no Norway	30	1995	8	8	583	6.5	5	2	7	5	0	0	1	0	0.77	0.31	1.08	0.77	1.08	Matches
1187	Jørgen Strand Larsen	FW	no Norway	25	2000	4	0	34	0.4	1	0	1	1	0	0	1	0	2.65	0.00	2.65	2.65	2.65	Matches
1188	Leo Skiri Østigård	DF	no Norway	26	1999	5	1	78	0.9	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
1189	Andreas Schjelderup	MF	no Norway	21	2004	5	2	167	1.9	0	1	1	0	0	0	0	0	0.00	0.54	0.54	0.00	0.54	Matches
1190	Julian Ryerson	DF,MF	no Norway	28	1997	8	8	720	8.0	1	4	5	1	0	0	0	0	0.12	0.50	0.62	0.12	0.62	Matches
1191	Stian Rode Gregersen	DF,MF	no Norway	30	1995	1	0	1	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
1192	Jens Petter Hauge	DF,FW	no Norway	26	1999	2	0	46	0.5	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
1193	Marcus Pedersen	DF,MF	no Norway	25	2000	2	0	17	0.2	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
1194	Ørjan Nyland	GK	no Norway	35	1990	8	8	720	8.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
1195	Antonio Nusa	MF,FW	no Norway	20	2005	6	6	472	5.2	2	3	5	2	0	0	0	0	0.38	0.57	0.95	0.38	0.95	Matches
1196	David Møller Wolfe	DF	no Norway	23	2002	8	8	679	7.5	1	2	3	1	0	0	1	0	0.13	0.27	0.40	0.13	0.40	Matches
1197	Felix Myhre	MF	no Norway	26	1999	1	1	63	0.7	1	1	2	1	0	0	0	0	1.43	1.43	2.86	1.43	2.86	Matches
1198	Torbjørn Heggem	DF	no Norway	27	1999	8	7	664	7.4	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
1199	Aune Heggebø	FW	no Norway	24	2001	1	0	1	0.0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
1200	Erling Haaland	FW	no Norway	25	2000	8	8	704	7.8	16	3	19	16	0	1	1	0	2.05	0.38	2.43	2.05	2.43	Matches
1201	Aron Dønnum	FW,MF	no Norway	27	1998	4	0	78	0.9	1	0	1	1	0	0	0	0	1.15	0.00	1.15	1.15	1.15	Matches
1202	Erik Botheim	FW	no Norway	26	2000	1	0	13	0.1	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
1203	Oscar Bobb	MF	no Norway	22	2003	6	2	246	2.7	0	1	1	0	0	0	0	0	0.00	0.37	0.37	0.00	0.37	Matches
1204	Sander Berge	MF	no Norway	27	1998	8	8	720	8.0	0	2	2	0	0	0	0	0	0.00	0.25	0.25	0.00	0.25	Matches
1205	Patrick Berg	MF	no Norway	28	1997	7	4	358	4.0	0	0	0	0	0	0	1	0	0.00	0.00	0.00	0.00	0.00	Matches
1206	Lasse Berg Johnsen	MF	no Norway	26	1999	2	0	40	0.4	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	Matches
